Event,Particle,Energy(keV),PosX(cm),PosY(cm),PosZ(cm),Time(ns)
3,e-,0.211402,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.24963,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.09297,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.0982,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.0278486,-83.0151,-59.6507,-23.1049,23.9301
3,e-,1.63617,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.0343451,-83.0151,-59.6507,-23.1049,23.9301
3,e-,2.1538,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.14211,-83.0151,-59.6507,-23.1049,23.9301
3,e-,7.91989,-83.0151,-59.6507,-23.1049,23.9301
3,gamma,0.55611,-83.0151,-59.6507,-23.1049,23.9301
3,e-,0.05607,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.03558,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.01332,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.03414,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.0982,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.0328,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.25616,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.03558,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.05885,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.11164,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.11143,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.04512,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.0982,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.01311,-83.0087,-59.6522,-23.1034,23.9303
3,e-,1.44221,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.09297,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.0323112,-83.0087,-59.6522,-23.1034,23.9303
3,e-,2.26154,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.41277,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.0662758,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0.740514,-83.0087,-59.6522,-23.1034,23.9303
3,e-,0,-83.0087,-59.6522,-23.1034,23.9303
3,e-,6.4361,-83.0087,-59.6522,-23.1034,23.9303
3,e-,1.6716,-83.0087,-59.6522,-23.1034,23.9303
3,e-,42.9277,-83.0086,-59.6522,-23.1034,23.9303
3,e-,17.6097,-83.0086,-59.6522,-23.1034,23.9303
3,e-,29.8171,-83.0151,-59.6507,-23.1049,23.9301
3,e-,103.256,-83.0161,-59.6531,-23.1051,23.9302
3,e-,160.478,-83.017,-59.6566,-23.1078,23.9303
3,e-,73.2992,-83.0148,-59.6594,-23.1068,23.9305
3,e-,49.177,-83.0131,-59.6599,-23.1051,23.9305
3,e-,49.7625,-83.0132,-59.6604,-23.1049,23.9306
3,e-,73.9675,-83.013,-59.6608,-23.1049,23.9306
3,e-,10.9115,-83.013,-59.6607,-23.105,23.9306
3,gamma,0,-83.0131,-59.6599,-23.1051,23.9305
3,e-,0.0073,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.0328,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.05607,-82.9354,-59.4158,-23.128,23.9391
3,e-,0,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.23587,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.23668,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.0216666,-82.9354,-59.4158,-23.128,23.9391
3,e-,1.72531,-82.9354,-59.4158,-23.128,23.9391
3,gamma,0.18192,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.0328,-82.9352,-59.4153,-23.1276,23.9391
3,e-,0.09297,-82.9352,-59.4153,-23.1276,23.9391
3,e-,0.03659,-82.9352,-59.4153,-23.1276,23.9391
3,e-,0,-82.9352,-59.4153,-23.1276,23.9391
3,e-,0.23865,-82.9352,-59.4153,-23.1276,23.9391
3,e-,0,-82.9352,-59.4153,-23.1276,23.9391
3,e-,2.48907,-82.9352,-59.4153,-23.1276,23.9391
3,e-,0.0611067,-82.9352,-59.4153,-23.1276,23.9391
3,e-,9.52319,-82.9352,-59.4153,-23.1276,23.9392
3,gamma,0.07021,-82.9354,-59.4158,-23.128,23.9391
3,e-,0.09542,-82.9272,-59.4185,-23.1122,23.9397
3,e-,0.09542,-82.9272,-59.4185,-23.1122,23.9397
3,e-,0.12915,-82.9272,-59.4185,-23.1122,23.9397
3,gamma,0.25887,-82.9272,-59.4185,-23.1122,23.9397
3,e-,0.0328,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.03558,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.09542,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.03659,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.0175674,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.176983,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.0328,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0,-82.9265,-59.4202,-23.1127,23.9398
3,e-,2.00643,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.0577072,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.809253,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.567317,-82.9265,-59.4202,-23.1127,23.9398
3,e-,10.6885,-82.9265,-59.4202,-23.1127,23.9398
3,e-,0.415656,-82.9272,-59.4185,-23.1122,23.9397
3,e-,57.4173,-82.9272,-59.4186,-23.1122,23.9397
3,e-,1.41711,-82.9354,-59.4158,-23.128,23.9391
3,e-,47.6782,-82.9352,-59.4158,-23.128,23.9391
3,e-,48.8345,-82.9347,-59.416,-23.1282,23.9392
3,e-,46.2443,-82.9345,-59.4161,-23.128,23.9392
3,e-,26.916,-82.9344,-59.4162,-23.1279,23.9392
3,gamma,0,-82.4195,-58.5085,-22.9772,23.8869
3,e-,0.00897,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.03638,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.09297,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.0328,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.05607,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.11185,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.01627,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.1109,-82.6538,-58.1468,-23.5946,23.912
3,e-,0.0119951,-82.6538,-58.1468,-23.5946,23.912
3,e-,2.79209,-82.6538,-58.1468,-23.5946,23.912
3,gamma,0.28958,-82.6538,-58.1468,-23.5946,23.912
3,e-,0,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.36043,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.09575,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.09542,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.05329,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.193,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.13438,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.05329,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.01081,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.0246501,-82.6414,-58.1372,-23.6032,23.9126
3,e-,0.26733,-82.6414,-58.1372,-23.6032,23.9126
3,e-,1.12551,-82.6414,-58.1372,-23.6032,23.9126
3,e-,1.55686,-82.6414,-58.1372,-23.6032,23.9126
3,e-,1.77446,-82.6414,-58.1372,-23.6032,23.9126
3,e-,9.17124,-82.6414,-58.1372,-23.6032,23.9126
3,e-,3.6574,-82.6414,-58.1372,-23.6032,23.9126
3,e-,48.9925,-82.6414,-58.1372,-23.6033,23.9126
3,e-,16.8848,-82.6415,-58.1372,-23.6034,23.9126
3,e-,42.472,-82.6538,-58.1468,-23.5946,23.912
3,e-,55.9425,-82.6539,-58.1471,-23.5958,23.912
3,e-,101.688,-82.6534,-58.1489,-23.5965,23.9121
3,e-,61.3091,-82.6523,-58.1477,-23.5971,23.9122
3,e-,86.5434,-82.6533,-58.1481,-23.5971,23.9122
3,e-,32.8007,-82.654,-58.1483,-23.5974,23.9123
3,e-,37.7069,-82.6538,-58.1484,-23.5977,23.9123
3,e-,38.2082,-82.654,-58.1484,-23.5976,23.9123
3,e-,25.0845,-82.654,-58.1483,-23.5976,23.9123
3,neutron,0,-82.4195,-58.5085,-22.9772,23.8869
3,neutron,0,-10.7697,-99.4184,-27.0038,117.12
3,neutron,0,-7.92124,-101.045,-27.1639,120.827
3,neutron,0,-5.16508,-101.852,-29.645,125.115
3,neutron,0,-4.66177,-101.361,-28.9137,126.269
3,neutron,0,49.4396,-86.9237,-74.5003,208.738
3,neutron,0,51.6594,-86.3313,-76.3707,212.122
3,neutron,0,49.3416,-88.9254,-71.7232,218.813
3,neutron,0,48.1304,-89.1107,-69.5754,221.665
3,neutron,0,-81.8909,57.3923,29.6612,475.322
3,neutron,0,-82.5884,58.1782,30.1935,476.683
3,neutron,0,-82.9069,57.659,28.9361,478.309
3,neutron,0,-88.9453,-45.7026,78.5844,612.612
